Age,Attrition,Department,EducationField,EnvironmentSatisfaction,Gender,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,OverTime,WorkLifeBalance,YearsAtCompany
42,No,Sales,Medical,3,Female,2,Sales Executive,3,6244,No,3,5
33,No,Research & Development,Other,3,Male,1,Research Scientist,1,2799,Yes,3,3
58,No,Research & Development,Technical Degree,3,Female,3,Healthcare Representative,2,10552,Yes,3,6
31,No,Sales,Life Sciences,2,Male,1,Sales Representative,3,2329,No,4,7
35,No,Research & Development,Life Sciences,4,Female,2,Healthcare Representative,4,4014,Yes,1,10
49,No,Research & Development,Other,1,Female,3,Laboratory Technician,2,7403,No,2,26
48,No,Research & Development,Medical,4,Male,1,Research Scientist,3,2259,No,2,0
31,No,Sales,Marketing,4,Female,2,Sales Executive,3,6932,No,2,9
36,No,Research & Development,Other,2,Male,1,Research Scientist,4,4678,No,3,6
38,No,Research & Development,Technical Degree,4,Female,3,Research Director,1,13582,No,3,15
32,No,Research & Development,Life Sciences,3,Female,1,Laboratory Technician,2,2332,No,3,3
25,Yes,Sales,Marketing,3,Male,1,Sales Representative,2,2413,Yes,3,1
40,No,Sales,Marketing,1,Male,3,Sales Executive,2,9705,No,2,1
26,No,Sales,Medical,3,Male,2,Sales Executive,1,4294,No,3,7
41,No,Research & Development,Medical,4,Male,1,Laboratory Technician,1,4721,Yes,3,18
36,No,Research & Development,Medical,3,Male,1,Laboratory Technician,3,2519,No,3,11
19,Yes,Sales,Other,4,Male,1,Sales Representative,2,2121,Yes,4,1
20,Yes,Research & Development,Technical Degree,1,Male,1,Laboratory Technician,1,2973,No,3,1
31,No,Research & Development,Medical,4,Female,2,Healthcare Representative,4,5855,Yes,1,9
40,No,Research & Development,Medical,4,Male,1,Research Scientist,2,3617,Yes,3,1
32,No,Research & Development,Medical,3,Female,2,Manufacturing Director,1,6725,No,4,8
36,Yes,Sales,Life Sciences,3,Male,3,Sales Executive,4,10325,Yes,3,16
33,No,Research & Development,Life Sciences,2,Female,2,Healthcare Representative,4,6949,No,3,5
37,Yes,Sales,Life Sciences,1,Male,3,Sales Executive,3,10609,No,1,14
45,No,Research & Development,Life Sciences,3,Male,2,Laboratory Technician,2,4447,No,2,9
29,No,Sales,Technical Degree,3,Female,1,Sales Representative,4,2157,No,3,3
35,No,Sales,Medical,3,Female,2,Sales Executive,3,4601,No,3,5
52,No,Research & Development,Life Sciences,4,Male,4,Manager,4,17099,No,2,9
58,Yes,Research & Development,Technical Degree,4,Male,1,Research Scientist,3,2479,No,3,1
53,No,Sales,Medical,3,Male,4,Manager,3,14852,No,4,17
30,No,Sales,Other,3,Male,3,Sales Executive,3,7264,No,4,8
38,No,Sales,Technical Degree,3,Female,2,Sales Executive,4,5666,Yes,3,5
35,No,Sales,Life Sciences,4,Male,3,Sales Executive,4,7823,No,3,10
39,No,Sales,Life Sciences,1,Male,3,Sales Executive,3,7880,No,3,8
40,Yes,Sales,Life Sciences,2,Female,4,Sales Executive,2,13194,Yes,2,1
47,No,Research & Development,Medical,3,Male,2,Manufacturing Director,3,5067,Yes,4,19
36,No,Sales,Technical Degree,1,Male,2,Sales Executive,4,5079,No,3,7
31,Yes,Research & Development,Medical,3,Male,1,Research Scientist,1,2321,Yes,3,3
33,No,Sales,Life Sciences,4,Male,4,Manager,3,17444,No,3,10
29,Yes,Research & Development,Life Sciences,4,Female,1,Research Scientist,1,2404,Yes,3,0
33,No,Research & Development,Life Sciences,2,Female,1,Research Scientist,4,3452,No,3,3
45,No,Research & Development,Medical,4,Female,1,Laboratory Technician,4,2270,No,3,5
50,No,Research & Development,Medical,4,Male,4,Research Director,4,17399,No,2,5
33,No,Research & Development,Other,3,Female,2,Healthcare Representative,2,5488,Yes,3,6
41,No,Research & Development,Medical,1,Male,5,Research Director,3,19419,No,4,18
27,No,Research & Development,Technical Degree,3,Female,1,Laboratory Technician,2,2811,No,3,2
45,No,Research & Development,Life Sciences,4,Male,2,Laboratory Technician,1,3633,Yes,3,9
47,No,Sales,Life Sciences,4,Female,2,Sales Executive,4,4163,Yes,3,9
30,Yes,Research & Development,Life Sciences,1,Female,1,Research Scientist,3,2132,Yes,3,5
50,No,Research & Development,Life Sciences,4,Male,4,Manufacturing Director,3,13973,Yes,3,12
38,No,Research & Development,Medical,3,Male,1,Research Scientist,3,2684,No,2,2
46,No,Research & Development,Medical,4,Male,3,Manufacturing Director,3,10845,No,3,8
24,No,Research & Development,Medical,4,Female,2,Manufacturing Director,3,4377,No,3,4
35,Yes,Research & Development,Other,3,Male,1,Laboratory Technician,2,3743,Yes,1,4
31,No,Research & Development,Life Sciences,3,Female,2,Manufacturing Director,1,4148,No,3,4
18,No,Research & Development,Life Sciences,2,Male,1,Research Scientist,4,1051,No,3,0
54,No,Research & Development,Technical Degree,3,Female,3,Manufacturing Director,3,10739,No,3,10
35,No,Research & Development,Medical,3,Female,3,Healthcare Representative,3,10388,Yes,2,16
30,No,Research & Development,Life Sciences,2,Female,3,Research Director,1,11416,Yes,2,8
20,Yes,Research & Development,Medical,4,Female,1,Research Scientist,1,2600,Yes,3,1
30,Yes,Research & Development,Medical,2,Female,1,Laboratory Technician,2,2422,No,3,3
26,No,Research & Development,Medical,4,Male,2,Manufacturing Director,4,5472,No,3,8
22,No,Research & Development,Life Sciences,2,Male,1,Laboratory Technician,1,2451,No,2,4
48,No,Research & Development,Life Sciences,1,Male,2,Healthcare Representative,3,4240,No,3,2
48,No,Research & Development,Life Sciences,3,Male,3,Healthcare Representative,3,10999,No,3,15
41,No,Research & Development,Medical,4,Female,2,Manufacturing Director,3,5003,No,3,2
39,No,Research & Development,Life Sciences,4,Female,4,Manufacturing Director,4,12742,No,3,21
27,No,Research & Development,Life Sciences,1,Female,2,Manufacturing Director,4,4227,No,3,3
35,No,Research & Development,Other,2,Male,1,Laboratory Technician,4,3917,No,2,3
42,No,Sales,Marketing,4,Male,5,Manager,3,18303,No,4,1
50,No,Research & Development,Life Sciences,1,Male,1,Laboratory Technician,4,2380,No,3,1
59,No,Research & Development,Life Sciences,3,Female,4,Manufacturing Director,4,13726,Yes,3,5
37,Yes,Research & Development,Medical,1,Female,2,Healthcare Representative,2,4777,No,1,1
55,No,Research & Development,Medical,3,Male,2,Healthcare Representative,2,6385,Yes,3,8
41,No,Research & Development,Life Sciences,2,Female,5,Research Director,3,19973,No,3,21
38,No,Sales,Life Sciences,2,Male,2,Sales Executive,4,6861,Yes,3,1
26,Yes,Sales,Medical,2,Male,2,Sales Executive,1,4969,No,3,2
52,Yes,Sales,Marketing,1,Female,5,Manager,4,19845,No,3,32
44,No,Sales,Medical,4,Female,4,Sales Executive,4,13320,Yes,3,12
50,No,Sales,Life Sciences,4,Female,2,Sales Executive,3,6347,No,3,18
36,Yes,Research & Development,Life Sciences,3,Female,1,Laboratory Technician,1,2743,No,3,17
39,No,Research & Development,Medical,4,Female,3,Manufacturing Director,1,10880,Yes,3,21
33,No,Sales,Life Sciences,2,Female,1,Sales Representative,4,2342,No,2,2
45,No,Sales,Life Sciences,4,Female,4,Manager,4,17650,No,4,9
32,No,Research & Development,Medical,4,Female,1,Laboratory Technician,3,4025,No,3,8
34,No,Sales,Marketing,2,Male,2,Sales Executive,4,9725,No,2,15
59,No,Sales,Technical Degree,2,Male,3,Manager,4,11904,Yes,1,6
45,No,Human Resources,Medical,2,Male,1,Human Resources,2,2177,No,3,6
53,No,Sales,Marketing,3,Female,3,Sales Executive,2,7525,No,3,15
36,Yes,Research & Development,Other,1,Male,2,Laboratory Technician,3,4834,No,2,1
26,Yes,Research & Development,Life Sciences,1,Male,1,Research Scientist,1,2042,Yes,3,3
34,No,Sales,Life Sciences,3,Female,1,Sales Representative,3,2220,Yes,3,1
28,No,Sales,Medical,4,Male,1,Sales Representative,2,1052,No,3,1
38,No,Research & Development,Other,3,Male,1,Research Scientist,3,2821,No,3,2
50,No,Research & Development,Medical,2,Male,5,Research Director,3,19237,Yes,2,8
37,No,Research & Development,Other,4,Female,2,Healthcare Representative,2,4107,No,2,4
40,No,Sales,Marketing,3,Male,2,Sales Executive,1,8396,No,2,7
26,No,Research & Development,Medical,1,Female,1,Research Scientist,3,2007,No,3,5
46,No,Research & Development,Medical,4,Male,5,Research Director,4,19627,No,3,2
54,No,Sales,Life Sciences,3,Female,3,Sales Executive,3,10686,No,3,9
56,No,Research & Development,Medical,1,Female,1,Research Scientist,3,2942,No,3,5
36,No,Research & Development,Medical,4,Female,3,Manufacturing Director,4,8858,No,2,14
55,No,Research & Development,Medical,3,Male,4,Manager,1,16756,No,4,9
43,No,Sales,Medical,3,Male,3,Sales Executive,4,10798,No,3,1
20,Yes,Sales,Marketing,4,Female,1,Sales Representative,4,2323,Yes,3,2
21,Yes,Research & Development,Life Sciences,3,Female,1,Laboratory Technician,1,1416,No,2,1
46,No,Research & Development,Life Sciences,4,Female,2,Research Scientist,1,4615,Yes,3,16
51,Yes,Research & Development,Life Sciences,1,Male,1,Research Scientist,3,2461,Yes,4,10
28,Yes,Research & Development,Technical Degree,2,Male,3,Healthcare Representative,1,8722,No,2,10
26,No,Research & Development,Medical,1,Male,1,Laboratory Technician,1,3955,No,3,5
30,No,Research & Development,Other,3,Male,2,Manufacturing Director,1,9957,No,2,6
41,No,Research & Development,Technical Degree,2,Female,1,Research Scientist,3,3376,No,3,10
38,No,Research & Development,Life Sciences,3,Female,3,Healthcare Representative,3,8823,No,2,19
40,No,Research & Development,Technical Degree,1,Male,3,Healthcare Representative,4,10322,No,3,11
27,No,Research & Development,Life Sciences,1,Male,1,Laboratory Technician,3,4621,No,3,3
55,No,Research & Development,Life Sciences,4,Male,3,Manufacturing Director,2,10976,No,3,3
28,No,Research & Development,Other,3,Female,2,Research Scientist,3,3660,No,4,8
44,Yes,Human Resources,Medical,2,Male,3,Human Resources,1,10482,No,3,20
33,No,Research & Development,Life Sciences,4,Male,3,Healthcare Representative,4,7119,No,3,3
35,Yes,Sales,Technical Degree,4,Male,3,Sales Executive,1,9582,Yes,3,8
33,Yes,Research & Development,Medical,1,Female,2,Research Scientist,3,4508,No,3,13
28,No,Research & Development,Life Sciences,1,Male,1,Laboratory Technician,3,2207,No,2,4
34,No,Research & Development,Life Sciences,1,Male,2,Healthcare Representative,4,7756,No,2,6
37,No,Sales,Life Sciences,4,Female,2,Sales Executive,4,6694,Yes,3,1
25,Yes,Research & Development,Technical Degree,4,Male,1,Laboratory Technician,4,3691,Yes,4,7
26,Yes,Research & Development,Medical,1,Male,1,Laboratory Technician,3,2377,No,2,1
33,Yes,Research & Development,Medical,1,Male,1,Research Scientist,2,2313,Yes,3,2
42,No,Research & Development,Medical,4,Male,4,Manager,1,17665,No,3,22
28,Yes,Research & Development,Medical,1,Male,1,Laboratory Technician,2,2596,No,3,1
50,Yes,Sales,Other,4,Male,2,Sales Executive,3,4728,Yes,3,0
33,No,Sales,Life Sciences,4,Female,2,Sales Executive,2,4302,No,3,3
34,No,Research & Development,Life Sciences,3,Male,1,Research Scientist,4,2979,No,3,0
48,No,Research & Development,Medical,1,Male,4,Manager,4,16885,No,2,5
45,No,Sales,Life Sciences,2,Female,2,Sales Executive,3,5593,No,3,15
52,No,Research & Development,Life Sciences,2,Male,3,Healthcare Representative,2,10445,No,3,8
38,No,Sales,Marketing,3,Male,3,Sales Executive,3,8740,Yes,3,8
29,No,Research & Development,Life Sciences,3,Female,1,Research Scientist,4,2514,No,3,7
28,No,Research & Development,Medical,4,Female,3,Manufacturing Director,2,7655,No,2,9
46,No,Sales,Marketing,1,Male,4,Manager,3,17465,No,3,12
38,No,Sales,Marketing,4,Male,3,Sales Executive,2,7351,No,3,1
43,No,Research & Development,Life Sciences,3,Female,3,Manufacturing Director,1,10820,No,3,8
39,Yes,Research & Development,Life Sciences,1,Male,4,Healthcare Representative,4,12169,No,3,18
40,No,Research & Development,Medical,3,Male,5,Research Director,3,19626,No,4,20
21,No,Research & Development,Technical Degree,4,Female,1,Research Scientist,2,2070,Yes,4,2
39,No,Research & Development,Life Sciences,3,Male,2,Laboratory Technician,2,6782,No,2,5
36,No,Research & Development,Life Sciences,1,Male,2,Manufacturing Director,4,7779,No,3,11
31,No,Sales,Life Sciences,3,Male,1,Sales Representative,4,2791,No,3,2
28,No,Research & Development,Life Sciences,1,Male,1,Research Scientist,2,3201,No,1,5
35,No,Sales,Marketing,4,Male,2,Sales Executive,4,4968,No,3,5
49,No,Sales,Technical Degree,4,Male,4,Sales Executive,2,13120,No,3,9
34,No,Research & Development,Life Sciences,4,Male,2,Manufacturing Director,3,4033,No,2,3
29,No,Research & Development,Life Sciences,4,Female,1,Research Scientist,2,3291,No,2,7
42,No,Research & Development,Medical,2,Male,2,Laboratory Technician,4,4272,No,3,1
29,No,Research & Development,Medical,2,Male,2,Manufacturing Director,4,5056,Yes,2,10
38,No,Human Resources,Human Resources,3,Male,1,Human Resources,3,2844,No,4,7
28,No,Research & Development,Life Sciences,3,Male,1,Research Scientist,3,2703,Yes,3,3
18,Yes,Research & Development,Medical,3,Male,1,Laboratory Technician,3,1904,No,3,0
33,Yes,Sales,Marketing,1,Female,2,Sales Executive,1,8224,Yes,3,5
41,No,Research & Development,Life Sciences,2,Male,1,Laboratory Technician,4,4766,Yes,3,1
31,Yes,Research & Development,Medical,3,Male,1,Laboratory Technician,3,2610,No,2,2
37,No,Research & Development,Medical,3,Female,2,Healthcare Representative,4,5731,No,3,6
27,No,Research & Development,Life Sciences,4,Male,1,Research Scientist,3,2539,No,3,4
34,No,Sales,Life Sciences,2,Female,2,Sales Executive,3,5714,No,2,6
35,No,Human Resources,Technical Degree,3,Male,1,Human Resources,3,4323,No,1,5
29,Yes,Sales,Life Sciences,4,Female,3,Sales Executive,1,7336,No,1,11
40,No,Research & Development,Medical,2,Female,3,Research Director,3,13499,No,2,18
42,Yes,Sales,Life Sciences,3,Male,4,Sales Executive,1,13758,Yes,2,21
42,No,Sales,Marketing,2,Male,2,Sales Executive,1,5155,No,4,6
35,No,Research & Development,Medical,4,Male,1,Laboratory Technician,3,2258,No,3,8
24,No,Research & Development,Medical,4,Male,1,Laboratory Technician,2,3597,No,3,4
28,Yes,Research & Development,Life Sciences,3,Female,1,Laboratory Technician,4,2515,Yes,2,1
26,No,Research & Development,Medical,1,Male,1,Laboratory Technician,4,4420,No,3,8
30,No,Sales,Marketing,3,Male,2,Sales Executive,3,6578,No,3,10
40,No,Research & Development,Medical,3,Female,2,Research Scientist,4,4422,Yes,1,1
35,No,Research & Development,Life Sciences,3,Male,3,Manufacturing Director,2,10274,No,4,7
34,No,Research & Development,Medical,4,Male,2,Healthcare Representative,1,5343,No,3,13
35,No,Research & Development,Other,4,Male,1,Laboratory Technician,4,2376,No,4,2
43,Yes,Sales,Marketing,1,Female,2,Sales Executive,3,5346,No,2,4
32,No,Sales,Life Sciences,3,Female,1,Sales Representative,1,2827,No,3,1
56,No,Research & Development,Technical Degree,4,Female,5,Manager,1,19943,No,3,5
29,No,Research & Development,Medical,2,Female,1,Laboratory Technician,4,3131,No,3,10
19,No,Research & Development,Life Sciences,3,Male,1,Research Scientist,1,2552,No,3,1
45,No,Research & Development,Medical,1,Female,1,Research Scientist,3,4477,Yes,2,3
37,No,Research & Development,Life Sciences,4,Female,2,Manufacturing Director,4,6474,No,2,14
20,No,Research & Development,Life Sciences,1,Male,1,Laboratory Technician,3,3033,No,2,2
44,Yes,Research & Development,Life Sciences,3,Male,1,Research Scientist,3,2936,Yes,3,6
53,No,Research & Development,Medical,4,Female,5,Manager,3,18606,No,3,7
29,No,Research & Development,Life Sciences,2,Female,1,Research Scientist,4,2168,Yes,2,5
22,Yes,Research & Development,Life Sciences,3,Male,1,Research Scientist,4,2853,Yes,3,0
46,No,Sales,Marketing,3,Female,4,Manager,1,17048,No,3,26
44,No,Research & Development,Life Sciences,4,Male,1,Research Scientist,3,2290,No,3,0
33,No,Human Resources,Human Resources,2,Male,1,Human Resources,3,3600,No,3,5
41,Yes,Research & Development,Life Sciences,1,Male,1,Research Scientist,1,2107,No,1,1
30,No,Sales,Life Sciences,3,Male,2,Sales Executive,1,4115,No,3,4
40,No,Sales,Medical,2,Male,2,Sales Executive,2,4327,No,3,0
50,No,Research & Development,Medical,4,Female,4,Manager,1,17856,No,3,2
28,No,Research & Development,Medical,4,Male,1,Laboratory Technician,1,3196,No,3,6
46,No,Research & Development,Life Sciences,4,Male,5,Research Director,2,19081,No,3,4
35,No,Sales,Life Sciences,3,Male,2,Sales Executive,1,8966,Yes,3,7
24,Yes,Research & Development,Life Sciences,4,Female,1,Laboratory Technician,2,2210,No,1,1
33,No,Sales,Medical,2,Female,2,Sales Executive,3,4539,No,2,10
36,No,Research & Development,Life Sciences,3,Male,1,Laboratory Technician,3,2741,No,3,7
30,No,Research & Development,Life Sciences,3,Male,2,Laboratory Technician,3,3491,No,2,10
44,No,Research & Development,Other,4,Male,2,Research Scientist,4,4541,No,3,20
20,No,Sales,Marketing,3,Male,1,Sales Representative,4,2678,No,3,2
46,No,Research & Development,Technical Degree,4,Male,2,Manufacturing Director,4,7379,No,2,6
42,No,Human Resources,Medical,4,Male,2,Human Resources,1,6272,No,4,4
60,No,Sales,Marketing,2,Male,2,Sales Executive,4,5220,Yes,3,11
32,No,Research & Development,Other,3,Female,1,Laboratory Technician,2,2743,No,3,2
32,No,Research & Development,Life Sciences,4,Female,2,Research Scientist,3,4998,Yes,3,8
36,No,Research & Development,Technical Degree,3,Female,3,Manufacturing Director,1,10252,Yes,3,7
33,No,Research & Development,Medical,1,Male,1,Research Scientist,4,2781,No,3,14
40,No,Sales,Technical Degree,2,Female,2,Sales Executive,2,6852,No,4,5
25,No,Sales,Life Sciences,3,Male,2,Sales Executive,4,4950,No,3,4
30,No,Research & Development,Medical,4,Male,1,Research Scientist,2,3579,Yes,3,11
42,No,Research & Development,Medical,1,Female,3,Research Director,1,13191,Yes,3,1
35,No,Sales,Marketing,3,Female,3,Sales Executive,4,10377,Yes,2,13
27,No,Research & Development,Life Sciences,1,Male,1,Research Scientist,1,2235,Yes,2,9
54,No,Research & Development,Life Sciences,4,Female,3,Manufacturing Director,3,10502,No,1,5
44,No,Research & Development,Life Sciences,1,Female,1,Research Scientist,4,2011,No,3,10
19,Yes,Research & Development,Medical,1,Female,1,Research Scientist,2,1859,Yes,4,1
29,No,Research & Development,Life Sciences,1,Female,1,Research Scientist,4,3760,No,3,3
54,No,Research & Development,Life Sciences,4,Male,4,Research Director,4,17779,No,3,10
31,No,Research & Development,Medical,3,Male,2,Healthcare Representative,1,6833,Yes,2,6
31,No,Research & Development,Medical,3,Female,2,Healthcare Representative,1,6812,No,3,10
59,No,Sales,Life Sciences,3,Female,2,Sales Executive,4,5171,No,3,6
43,No,Research & Development,Life Sciences,3,Male,5,Research Director,4,19740,No,3,8
49,No,Research & Development,Medical,1,Male,5,Manager,3,18711,No,4,1
36,No,Research & Development,Technical Degree,3,Male,1,Research Scientist,2,3692,No,2,11
48,No,Research & Development,Technical Degree,4,Male,1,Laboratory Technician,2,2559,No,2,1
27,No,Research & Development,Life Sciences,1,Male,1,Research Scientist,3,2517,No,3,5
29,No,Research & Development,Life Sciences,3,Male,2,Healthcare Representative,4,6623,Yes,3,6
48,No,Research & Development,Life Sciences,4,Male,5,Research Director,4,18265,No,4,1
29,No,Research & Development,Life Sciences,4,Female,4,Research Director,4,16124,No,2,7
34,No,Research & Development,Technical Degree,3,Female,1,Research Scientist,3,2585,No,2,1
44,No,Sales,Marketing,2,Male,5,Manager,2,18213,No,3,22
33,No,Sales,Marketing,4,Male,3,Sales Executive,3,8380,Yes,3,9
19,No,Research & Development,Life Sciences,2,Female,1,Research Scientist,4,2994,Yes,3,1
23,No,Research & Development,Life Sciences,4,Male,1,Research Scientist,3,1223,No,3,1
25,Yes,Sales,Life Sciences,3,Male,1,Sales Representative,4,1118,Yes,3,1
26,No,Research & Development,Life Sciences,3,Male,1,Research Scientist,4,2875,Yes,2,8
45,Yes,Sales,Marketing,1,Female,5,Manager,2,18824,Yes,3,24
55,No,Research & Development,Medical,4,Male,4,Healthcare Representative,2,13577,Yes,3,33
21,Yes,Research & Development,Life Sciences,1,Female,1,Laboratory Technician,3,2625,No,1,2
46,No,Sales,Marketing,4,Female,5,Manager,2,18789,No,3,11
34,No,Sales,Marketing,3,Female,2,Sales Executive,1,4538,Yes,3,3
51,No,Sales,Life Sciences,4,Male,5,Manager,2,19847,Yes,2,29
59,No,Research & Development,Medical,4,Male,3,Manufacturing Director,4,10512,No,2,9
34,No,Research & Development,Medical,3,Female,2,Laboratory Technician,2,4444,No,4,11
28,No,Research & Development,Medical,4,Male,1,Laboratory Technician,3,2154,Yes,2,4
44,No,Research & Development,Life Sciences,3,Male,5,Manager,1,19190,No,2,25
34,No,Human Resources,Life Sciences,3,Male,2,Human Resources,2,4490,No,4,10
35,No,Research & Development,Life Sciences,3,Male,1,Research Scientist,3,3506,Yes,3,3
42,No,Research & Development,Medical,2,Female,2,Research Scientist,2,2372,Yes,3,1
43,No,Sales,Marketing,4,Female,3,Sales Executive,4,10231,No,4,21
36,No,Research & Development,Life Sciences,3,Female,2,Manufacturing Director,2,5410,Yes,3,16
44,Yes,Research & Development,Medical,1,Female,3,Healthcare Representative,4,7978,No,3,10
28,No,Research & Development,Life Sciences,4,Male,1,Laboratory Technician,4,3867,Yes,3,2
51,No,Research & Development,Medical,2,Female,1,Laboratory Technician,3,2838,No,2,7
30,No,Research & Development,Medical,3,Female,2,Manufacturing Director,3,4695,Yes,3,8
29,Yes,Research & Development,Technical Degree,2,Female,1,Laboratory Technician,3,3339,Yes,3,7
28,No,Research & Development,Technical Degree,4,Male,1,Research Scientist,1,2080,No,2,3
25,No,Research & Development,Medical,4,Female,1,Research Scientist,2,2096,No,2,2
32,No,Sales,Medical,3,Male,2,Sales Executive,4,6209,No,4,10
45,No,Research & Development,Medical,2,Female,5,Manager,2,18061,No,3,0
39,No,Research & Development,Medical,3,Female,4,Manager,2,17123,Yes,3,19
58,No,Research & Development,Life Sciences,1,Male,1,Research Scientist,3,2372,No,3,2
32,Yes,Research & Development,Life Sciences,4,Male,2,Laboratory Technician,3,4883,No,3,10
39,Yes,Research & Development,Medical,3,Male,1,Research Scientist,1,3904,No,3,5
30,No,Research & Development,Technical Degree,1,Female,2,Laboratory Technician,4,4627,No,3,9
36,No,Research & Development,Technical Degree,4,Female,3,Healthcare Representative,3,7094,No,3,7
46,No,Human Resources,Life Sciences,4,Female,1,Human Resources,1,3423,No,4,7
28,No,Research & Development,Life Sciences,3,Female,2,Laboratory Technician,4,6674,No,3,9
50,No,Research & Development,Life Sciences,4,Female,4,Research Director,1,16880,Yes,3,3
40,Yes,Sales,Marketing,4,Male,3,Sales Executive,2,9094,Yes,3,5
52,Yes,Sales,Life Sciences,2,Male,3,Sales Executive,2,8446,Yes,2,8
30,No,Research & Development,Medical,2,Female,3,Manager,1,11916,Yes,3,9
39,No,Research & Development,Life Sciences,1,Male,2,Manufacturing Director,3,4534,No,3,8
31,No,Sales,Life Sciences,4,Female,3,Sales Executive,3,9852,Yes,2,10
41,No,Sales,Medical,3,Male,2,Sales Executive,2,6151,No,3,19
31,Yes,Sales,Life Sciences,4,Female,1,Sales Representative,2,2302,Yes,4,3
44,Yes,Research & Development,Life Sciences,1,Male,1,Laboratory Technician,1,2362,No,4,3
42,No,Research & Development,Life Sciences,3,Male,4,Manager,3,17861,Yes,2,20
55,No,Research & Development,Medical,4,Female,5,Manager,3,19187,No,3,19
56,No,Human Resources,Life Sciences,4,Male,5,Manager,2,19717,No,3,7
40,No,Research & Development,Life Sciences,3,Male,1,Research Scientist,3,3544,No,3,4
34,No,Research & Development,Life Sciences,4,Male,3,Healthcare Representative,4,8500,No,2,9
40,No,Research & Development,Life Sciences,3,Male,2,Research Scientist,4,4661,No,3,9
41,No,Sales,Marketing,3,Female,2,Sales Executive,1,4103,No,3,9
35,No,Research & Development,Life Sciences,3,Male,2,Research Scientist,3,4249,Yes,3,9
51,No,Human Resources,Life Sciences,3,Male,4,Manager,2,14026,Yes,3,33
38,No,Sales,Life Sciences,2,Female,2,Sales Executive,1,6893,No,3,7
34,No,Sales,Medical,3,Female,2,Sales Executive,1,6125,No,4,10
25,No,Research & Development,Medical,4,Male,1,Laboratory Technician,4,3669,No,2,3
58,Yes,Research & Development,Medical,3,Female,3,Manufacturing Director,1,10008,Yes,2,10
40,No,Research & Development,Life Sciences,2,Male,1,Laboratory Technician,2,2387,No,3,4
36,No,Sales,Marketing,1,Female,2,Sales Executive,1,4639,No,2,15
48,No,Research & Development,Life Sciences,4,Male,3,Manufacturing Director,4,7898,No,3,10
27,No,Sales,Medical,3,Female,1,Sales Representative,4,2534,No,3,1
51,No,Research & Development,Technical Degree,4,Female,4,Manufacturing Director,2,13142,No,2,5
18,No,Research & Development,Life Sciences,4,Female,1,Laboratory Technician,4,1611,No,4,0
35,No,Research & Development,Medical,4,Female,2,Laboratory Technician,4,5363,No,3,9
27,No,Sales,Life Sciences,4,Male,2,Sales Executive,4,5071,No,3,6
55,Yes,Sales,Marketing,1,Male,4,Sales Executive,3,13695,Yes,2,19
56,No,Research & Development,Life Sciences,4,Male,4,Manufacturing Director,2,13402,Yes,3,19
34,No,Research & Development,Technical Degree,1,Female,1,Research Scientist,3,2029,No,3,5
40,No,Research & Development,Medical,2,Female,2,Healthcare Representative,3,6377,No,3,12
34,No,Research & Development,Medical,2,Male,2,Laboratory Technician,3,5429,No,3,8
31,Yes,Sales,Life Sciences,3,Female,1,Sales Representative,4,2785,No,4,1
35,Yes,Sales,Marketing,4,Female,2,Sales Executive,3,4614,Yes,2,4
38,No,Research & Development,Life Sciences,4,Male,1,Research Scientist,3,2610,No,3,4
34,No,Research & Development,Technical Degree,3,Female,2,Healthcare Representative,4,6687,No,4,14
28,No,Sales,Life Sciences,3,Male,2,Sales Executive,1,4724,No,3,5
31,Yes,Research & Development,Medical,4,Male,2,Manufacturing Director,3,6179,Yes,2,10
39,No,Sales,Life Sciences,1,Male,2,Sales Executive,4,6120,Yes,4,5
51,No,Sales,Marketing,2,Male,3,Sales Executive,2,10596,No,3,4
41,No,Research & Development,Life Sciences,4,Female,2,Research Scientist,4,5467,Yes,2,6
37,No,Research & Development,Life Sciences,3,Male,1,Research Scientist,3,2996,Yes,3,6
33,No,Sales,Life Sciences,2,Male,2,Sales Executive,4,9998,No,4,5
32,No,Sales,Marketing,3,Male,2,Sales Executive,2,4078,Yes,2,3
39,No,Research & Development,Life Sciences,3,Male,3,Healthcare Representative,3,10920,No,3,6
25,No,Sales,Life Sciences,1,Male,2,Sales Executive,3,6232,No,2,3
52,No,Research & Development,Medical,4,Female,4,Manufacturing Director,3,13247,Yes,2,5
43,No,Research & Development,Medical,1,Female,2,Research Scientist,3,4081,Yes,1,20
27,No,Sales,Marketing,4,Female,2,Sales Executive,4,5769,Yes,3,6
27,Yes,Research & Development,Life Sciences,4,Female,1,Research Scientist,3,2394,Yes,3,8
26,No,Research & Development,Medical,1,Male,1,Research Scientist,4,3904,No,3,4
42,No,Human Resources,Human Resources,3,Female,4,Manager,1,16799,No,3,20
52,No,Research & Development,Other,3,Female,1,Laboratory Technician,1,2950,No,1,5
37,No,Research & Development,Medical,1,Female,1,Laboratory Technician,3,3629,No,3,3
35,No,Research & Development,Life Sciences,3,Male,3,Manufacturing Director,4,9362,No,3,2
25,No,Research & Development,Technical Degree,1,Male,1,Laboratory Technician,4,3229,No,2,3
26,No,Research & Development,Other,3,Male,1,Laboratory Technician,1,3578,No,3,7
29,No,Human Resources,Other,2,Male,3,Human Resources,1,7988,No,2,10
49,Yes,Research & Development,Life Sciences,1,Male,2,Laboratory Technician,1,4284,No,3,4
